id,review,sentiment,bio_tagged_review
1680,দাম অনুযায়ী অনেক ভালো একটা স্লিপিং মাস্ক।,2,দাম অনুযায়ী অনেক ভালো একটা স্লিপিং-B মাস্ক-I।
1681,ডেলিভারি দ্রুত এবং স্লিপিং মাস্ক নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং স্লিপিং-B মাস্ক-I নিখুঁত অবস্থায় পেয়েছি।
1682,স্লিপিং মাস্ক এর সাথে প্রতিশ্রুত অন্যান্য জিনিস দেওয়া হয়নি।,0,স্লিপিং-B মাস্ক-I এর সাথে প্রতিশ্রুত অন্যান্য জিনিস দেওয়া হয়নি।
1683,স্লিপিং মাস্ক র মেয়াদ একেবারে শেষ প্রান্তে ছিল।,0,স্লিপিং-B মাস্ক-I র মেয়াদ একেবারে শেষ প্রান্তে ছিল।
1684,স্লিপিং মাস্ক সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।,2,স্লিপিং-B মাস্ক-I সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।
1685,স্লিপিং মাস্ক আঠা আঠা এবং আশা মতো নয়।,0,স্লিপিং-B মাস্ক-I আঠা আঠা এবং আশা মতো নয়।
1686,ডেলিভারি দ্রুত এবং স্লিপিং মাস্ক নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং স্লিপিং-B মাস্ক-I নিখুঁত অবস্থায় পেয়েছি।
1687,স্লিপিং মাস্ক আমার চর্মে এ্যালার্জি করেছে।,0,স্লিপিং-B মাস্ক-I আমার চর্মে এ্যালার্জি করেছে।
1688,স্লিপিং মাস্ক ভুল পণ্য পাঠিয়েছেন।,0,স্লিপিং-B মাস্ক-I ভুল পণ্য পাঠিয়েছেন।
1689,স্লিপিং মাস্ক র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।,1,স্লিপিং-B মাস্ক-I র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।
1690,স্লিপিং মাস্ক এ প্রথম বার কিনলাম। এখনো ব্যবহার করিনি।,1,স্লিপিং-B মাস্ক-I এ প্রথম বার কিনলাম। এখনো ব্যবহার করিনি।
1691,স্লিপিং মাস্ক সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।,2,স্লিপিং-B মাস্ক-I সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।
1692,এটি সেরা স্লিপিং মাস্ক যা আমি কখনো কিনেছি।,2,এটি সেরা স্লিপিং-B মাস্ক-I যা আমি কখনো কিনেছি।
1693,স্লিপিং মাস্ক দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,স্লিপিং-B মাস্ক-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
1694,স্লিপিং মাস্ক এর সীল খোলা ছিল। এমনটা আশা ছিল না।,0,স্লিপিং-B মাস্ক-I এর সীল খোলা ছিল। এমনটা আশা ছিল না।
1695,স্লিপিং মাস্ক খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।,2,স্লিপিং-B মাস্ক-I খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।
1696,স্লিপিং মাস্ক র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।,1,স্লিপিং-B মাস্ক-I র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।
1697,স্লিপিং মাস্ক ব্যবহার করে আমি খুবই সন্তুষ্ট।,2,স্লিপিং-B মাস্ক-I ব্যবহার করে আমি খুবই সন্তুষ্ট।
1698,স্লিপিং মাস্ক সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।,2,স্লিপিং-B মাস্ক-I সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।
1699,স্লিপিং মাস্ক র মেয়াদ একেবারে শেষ প্রান্তে ছিল।,0,স্লিপিং-B মাস্ক-I র মেয়াদ একেবারে শেষ প্রান্তে ছিল।
1700,স্লিপিং মাস্ক এ প্রথম বার কিনলাম। এখনো ব্যবহার করিনি।,1,স্লিপিং-B মাস্ক-I এ প্রথম বার কিনলাম। এখনো ব্যবহার করিনি।
1701,দাম অনুযায়ী অনেক ভালো একটা আলোভেরা জেল।,2,দাম অনুযায়ী অনেক ভালো একটা আলোভেরা-B জেল-I।
1702,আলোভেরা জেল সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।,2,আলোভেরা-B জেল-I সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।
1703,আলোভেরা জেল ব্যবহার করে আমি খুবই সন্তুষ্ট।,2,আলোভেরা-B জেল-I ব্যবহার করে আমি খুবই সন্তুষ্ট।
1704,"যাই হোক, আলোভেরা জেল কিছু সাধারণ পণ্য।",1,"যাই হোক, আলোভেরা-B জেল-I কিছু সাধারণ পণ্য।"
1705,মানের কোন সমস্যা নেই। আলোভেরা জেল অসাধারণ।,2,মানের কোন সমস্যা নেই। আলোভেরা-B জেল-I অসাধারণ।
1706,আলোভেরা জেল খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,আলোভেরা-B জেল-I খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।
1707,এত ভালো দামে এমন আলোভেরা জেল আর দেখিনি।,2,এত ভালো দামে এমন আলোভেরা-B জেল-I আর দেখিনি।
1708,পরিবারের সবাই এই আলোভেরা জেল পছন্দ করে।,2,পরিবারের সবাই এই আলোভেরা-B জেল-I পছন্দ করে।
1709,পরিবারের সবাই এই আলোভেরা জেল পছন্দ করে।,2,পরিবারের সবাই এই আলোভেরা-B জেল-I পছন্দ করে।
1710,আলোভেরা জেল দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,আলোভেরা-B জেল-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
1711,নিয়মিত ব্যবহার করছি। আলোভেরা জেল সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। আলোভেরা-B জেল-I সত্যিই দুর্দান্ত।
1712,আলোভেরা জেল নিয়ে বেশি কিছু বলার নেই। সাধারণ পণ্য।,1,আলোভেরা-B জেল-I নিয়ে বেশি কিছু বলার নেই। সাধারণ পণ্য।
1713,বাজারের চেয়ে কম মূল্যে আসল আলোভেরা জেল পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে আসল আলোভেরা-B জেল-I পেয়েছি।
1714,বাজারের চেয়ে কম মূল্যে আসল আলোভেরা জেল পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে আসল আলোভেরা-B জেল-I পেয়েছি।
1715,আলোভেরা জেল দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,আলোভেরা-B জেল-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
1716,আলোভেরা জেল এ প্রথম বার কিনলাম। এখনো ব্যবহার করিনি।,1,আলোভেরা-B জেল-I এ প্রথম বার কিনলাম। এখনো ব্যবহার করিনি।
1717,আলোভেরা জেল সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।,2,আলোভেরা-B জেল-I সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।
1718,আলোভেরা জেল সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।,2,আলোভেরা-B জেল-I সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।
1719,প্রোডাক্ট আশানুরূপ। আলোভেরা জেল নিয়ে সম্পূর্ণ সন্তুষ্ট।,2,প্রোডাক্ট আশানুরূপ। আলোভেরা-B জেল-I নিয়ে সম্পূর্ণ সন্তুষ্ট।
1720,আলোভেরা জেল খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।,2,আলোভেরা-B জেল-I খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।
1721,পরিবারের সবাই এই আলোভেরা জেল পছন্দ করে।,2,পরিবারের সবাই এই আলোভেরা-B জেল-I পছন্দ করে।
1722,আলোভেরা জেল সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।,2,আলোভেরা-B জেল-I সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।
1723,খুব খুশি এই আলোভেরা জেল কিনতে পেরে।,2,খুব খুশি এই আলোভেরা-B জেল-I কিনতে পেরে।
1724,নিয়মিত ব্যবহার করছি। আলোভেরা জেল সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। আলোভেরা-B জেল-I সত্যিই দুর্দান্ত।
1725,আলোভেরা জেল র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।,1,আলোভেরা-B জেল-I র মান মাঝামাঝি ধরনের। না ভালো না খারাপ।
1726,আলোভেরা জেল ব্যবহার করে কোন ফল পাইনি।,0,আলোভেরা-B জেল-I ব্যবহার করে কোন ফল পাইনি।
1727,দাম অনুযায়ী অনেক ভালো একটা আলোভেরা জেল।,2,দাম অনুযায়ী অনেক ভালো একটা আলোভেরা-B জেল-I।
1728,আলোভেরা জেল সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।,1,আলোভেরা-B জেল-I সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।
1729,আলোভেরা জেল ব্যবহার করে আমি খুবই সন্তুষ্ট।,2,আলোভেরা-B জেল-I ব্যবহার করে আমি খুবই সন্তুষ্ট।
1730,আলোভেরা জেল খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,আলোভেরা-B জেল-I খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।
1731,পরিবারের সবাই এই আলোভেরা জেল পছন্দ করে।,2,পরিবারের সবাই এই আলোভেরা-B জেল-I পছন্দ করে।
1732,প্রোডাক্ট আশানুরূপ। আলোভেরা জেল নিয়ে সম্পূর্ণ সন্তুষ্ট।,2,প্রোডাক্ট আশানুরূপ। আলোভেরা-B জেল-I নিয়ে সম্পূর্ণ সন্তুষ্ট।
1733,বাজারের চেয়ে কম মূল্যে আসল আলোভেরা জেল পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে আসল আলোভেরা-B জেল-I পেয়েছি।
1734,আলোভেরা জেল খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।,2,আলোভেরা-B জেল-I খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।
1735,এত ভালো দামে এমন আলোভেরা জেল আর দেখিনি।,2,এত ভালো দামে এমন আলোভেরা-B জেল-I আর দেখিনি।
1736,আলোভেরা জেল ব্যবহার করে আমি খুবই সন্তুষ্ট।,2,আলোভেরা-B জেল-I ব্যবহার করে আমি খুবই সন্তুষ্ট।
1737,নিয়মিত ব্যবহার করছি। আলোভেরা জেল সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। আলোভেরা-B জেল-I সত্যিই দুর্দান্ত।
1738,প্রোডাক্ট আশানুরূপ। আলোভেরা জেল নিয়ে সম্পূর্ণ সন্তুষ্ট।,2,প্রোডাক্ট আশানুরূপ। আলোভেরা-B জেল-I নিয়ে সম্পূর্ণ সন্তুষ্ট।
1739,মানের কোন সমস্যা নেই। আলোভেরা জেল অসাধারণ।,2,মানের কোন সমস্যা নেই। আলোভেরা-B জেল-I অসাধারণ।
1740,আলোভেরা জেল সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।,1,আলোভেরা-B জেল-I সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।
1741,আলোভেরা জেল এর প্যাকেজিং খুবই খারাপ ছিল।,0,আলোভেরা-B জেল-I এর প্যাকেজিং খুবই খারাপ ছিল।
1742,মানের কোন সমস্যা নেই। আলোভেরা জেল অসাধারণ।,2,মানের কোন সমস্যা নেই। আলোভেরা-B জেল-I অসাধারণ।
1743,আলোভেরা জেল দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,আলোভেরা-B জেল-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
1744,আলোভেরা জেল খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।,2,আলোভেরা-B জেল-I খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।
1745,আলোভেরা জেল তে বিশেষ কোন বৈশিষ্ট্য নেই।,1,আলোভেরা-B জেল-I তে বিশেষ কোন বৈশিষ্ট্য নেই।
1746,আলোভেরা জেল সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।,1,আলোভেরা-B জেল-I সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।
1747,আলোভেরা জেল এর প্যাকেজিং খুবই খারাপ ছিল।,0,আলোভেরা-B জেল-I এর প্যাকেজিং খুবই খারাপ ছিল।
1748,আলোভেরা জেল সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।,2,আলোভেরা-B জেল-I সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।
1749,আলোভেরা জেল তে বিশেষ কোন বৈশিষ্ট্য নেই।,1,আলোভেরা-B জেল-I তে বিশেষ কোন বৈশিষ্ট্য নেই।
1750,প্রোডাক্ট আশানুরূপ। আলোভেরা জেল নিয়ে সম্পূর্ণ সন্তুষ্ট।,2,প্রোডাক্ট আশানুরূপ। আলোভেরা-B জেল-I নিয়ে সম্পূর্ণ সন্তুষ্ট।
1751,খুব খুশি এই আলোভেরা জেল কিনতে পেরে।,2,খুব খুশি এই আলোভেরা-B জেল-I কিনতে পেরে।
1752,আলোভেরা জেল খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।,2,আলোভেরা-B জেল-I খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।
1753,আলোভেরা জেল র মেয়াদ একেবারে শেষ প্রান্তে ছিল।,0,আলোভেরা-B জেল-I র মেয়াদ একেবারে শেষ প্রান্তে ছিল।
1754,আলোভেরা জেল এর গুণমান অত্যন্ত খারাপ।,0,আলোভেরা-B জেল-I এর গুণমান অত্যন্ত খারাপ।
1755,আলোভেরা জেল অরিজিনাল এবং খাঁটি পণ্য।,2,আলোভেরা-B জেল-I অরিজিনাল এবং খাঁটি পণ্য।
1756,আলোভেরা জেল একটি চমৎকার পণ্য। উপকার পেলে আবার নেব।,2,আলোভেরা-B জেল-I একটি চমৎকার পণ্য। উপকার পেলে আবার নেব।
1757,এত ভালো দামে এমন আলোভেরা জেল আর দেখিনি।,2,এত ভালো দামে এমন আলোভেরা-B জেল-I আর দেখিনি।
1758,আলোভেরা জেল এর সীল খোলা ছিল। এমনটা আশা ছিল না।,0,আলোভেরা-B জেল-I এর সীল খোলা ছিল। এমনটা আশা ছিল না।
1759,আলোভেরা জেল সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।,2,আলোভেরা-B জেল-I সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।
1760,আলোভেরা জেল খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,আলোভেরা-B জেল-I খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।
1761,এটি সেরা আলোভেরা জেল যা আমি কখনো কিনেছি।,2,এটি সেরা আলোভেরা-B জেল-I যা আমি কখনো কিনেছি।
1762,আলোভেরা জেল এ প্রথম বার কিনলাম। এখনো ব্যবহার করিনি।,1,আলোভেরা-B জেল-I এ প্রথম বার কিনলাম। এখনো ব্যবহার করিনি।
1763,আলোভেরা জেল এ প্রথম বার কিনলাম। এখনো ব্যবহার করিনি।,1,আলোভেরা-B জেল-I এ প্রথম বার কিনলাম। এখনো ব্যবহার করিনি।
1764,বাজারের চেয়ে কম মূল্যে আসল আলোভেরা জেল পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে আসল আলোভেরা-B জেল-I পেয়েছি।
1765,নিয়মিত ব্যবহার করছি। আলোভেরা জেল সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। আলোভেরা-B জেল-I সত্যিই দুর্দান্ত।
1766,আলোভেরা জেল খুবই চিট চিটে এবং ব্যবহার করা যায় না।,0,আলোভেরা-B জেল-I খুবই চিট চিটে এবং ব্যবহার করা যায় না।
1767,অনেক ভালো আলোভেরা জেল। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো আলোভেরা-B জেল-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
1768,এটি সেরা আলোভেরা জেল যা আমি কখনো কিনেছি।,2,এটি সেরা আলোভেরা-B জেল-I যা আমি কখনো কিনেছি।
1769,আলোভেরা জেল ভুল পণ্য পাঠিয়েছেন।,0,আলোভেরা-B জেল-I ভুল পণ্য পাঠিয়েছেন।
1770,এটি সেরা আলোভেরা জেল যা আমি কখনো কিনেছি।,2,এটি সেরা আলোভেরা-B জেল-I যা আমি কখনো কিনেছি।
1771,আলোভেরা জেল সব বয়সের মানুষের জন্য উপযুক্ত।,2,আলোভেরা-B জেল-I সব বয়সের মানুষের জন্য উপযুক্ত।
1772,মানের কোন সমস্যা নেই। আলোভেরা জেল অসাধারণ।,2,মানের কোন সমস্যা নেই। আলোভেরা-B জেল-I অসাধারণ।
1773,এত ভালো দামে এমন আলোভেরা জেল আর দেখিনি।,2,এত ভালো দামে এমন আলোভেরা-B জেল-I আর দেখিনি।
1774,আলোভেরা জেল ব্যবহার শুরু করেছি। ফলাফল অপেক্ষা করছি।,1,আলোভেরা-B জেল-I ব্যবহার শুরু করেছি। ফলাফল অপেক্ষা করছি।
1775,আলোভেরা জেল সব বয়সের মানুষের জন্য উপযুক্ত।,2,আলোভেরা-B জেল-I সব বয়সের মানুষের জন্য উপযুক্ত।
1776,দাম অনুযায়ী অনেক ভালো একটা আলোভেরা জেল।,2,দাম অনুযায়ী অনেক ভালো একটা আলোভেরা-B জেল-I।
1777,ডেলিভারি দ্রুত এবং আলোভেরা জেল নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং আলোভেরা-B জেল-I নিখুঁত অবস্থায় পেয়েছি।
1778,নিয়মিত ব্যবহার করছি। আলোভেরা জেল সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। আলোভেরা-B জেল-I সত্যিই দুর্দান্ত।
1779,ডেলিভারি দ্রুত এবং আলোভেরা জেল নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং আলোভেরা-B জেল-I নিখুঁত অবস্থায় পেয়েছি।
1780,আলোভেরা জেল সব বয়সের মানুষের জন্য উপযুক্ত।,2,আলোভেরা-B জেল-I সব বয়সের মানুষের জন্য উপযুক্ত।
1781,আলোভেরা জেল দিতেই পারেনি। এটা গুরুতর সমস্যা।,0,আলোভেরা-B জেল-I দিতেই পারেনি। এটা গুরুতর সমস্যা।
1782,মানের কোন সমস্যা নেই। আলোভেরা জেল অসাধারণ।,2,মানের কোন সমস্যা নেই। আলোভেরা-B জেল-I অসাধারণ।
1783,খুব খুশি এই আলোভেরা জেল কিনতে পেরে।,2,খুব খুশি এই আলোভেরা-B জেল-I কিনতে পেরে।
1784,আলোভেরা জেল সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।,2,আলোভেরা-B জেল-I সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।
1785,আলোভেরা জেল সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।,2,আলোভেরা-B জেল-I সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।
1786,প্রোডাক্ট আশানুরূপ। আলোভেরা জেল নিয়ে সম্পূর্ণ সন্তুষ্ট।,2,প্রোডাক্ট আশানুরূপ। আলোভেরা-B জেল-I নিয়ে সম্পূর্ণ সন্তুষ্ট।
1787,আলোভেরা জেল ব্যবহার করে আমি খুবই সন্তুষ্ট।,2,আলোভেরা-B জেল-I ব্যবহার করে আমি খুবই সন্তুষ্ট।
1788,আলোভেরা জেল সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।,2,আলোভেরা-B জেল-I সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।
1789,দাম অনুযায়ী অনেক ভালো একটা আলোভেরা জেল।,2,দাম অনুযায়ী অনেক ভালো একটা আলোভেরা-B জেল-I।
1790,দাম অনুযায়ী অনেক ভালো একটা আলোভেরা জেল।,2,দাম অনুযায়ী অনেক ভালো একটা আলোভেরা-B জেল-I।
1791,আলোভেরা জেল সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।,2,আলোভেরা-B জেল-I সবসময়ই আমার প্রত্যাশা পূরণ করে। ধন্যবাদ সেলারকে।
1792,আলোভেরা জেল দিতেই পারেনি। এটা গুরুতর সমস্যা।,0,আলোভেরা-B জেল-I দিতেই পারেনি। এটা গুরুতর সমস্যা।
1793,খুব খুশি এই আলোভেরা জেল কিনতে পেরে।,2,খুব খুশি এই আলোভেরা-B জেল-I কিনতে পেরে।
1794,আলোভেরা জেল আঠা আঠা এবং আশা মতো নয়।,0,আলোভেরা-B জেল-I আঠা আঠা এবং আশা মতো নয়।
1795,ডেলিভারি দ্রুত এবং আলোভেরা জেল নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং আলোভেরা-B জেল-I নিখুঁত অবস্থায় পেয়েছি।
1796,ডেলিভারি দ্রুত এবং আলোভেরা জেল নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং আলোভেরা-B জেল-I নিখুঁত অবস্থায় পেয়েছি।
1797,নিয়মিত ব্যবহার করছি। আলোভেরা জেল সত্যিই দুর্দান্ত।,2,নিয়মিত ব্যবহার করছি। আলোভেরা-B জেল-I সত্যিই দুর্দান্ত।
1798,আলোভেরা জেল খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।,2,আলোভেরা-B জেল-I খুব ভালো প্রোডাক্ট। যে কেউ কিনতে পারেন।
1799,আলোভেরা জেল খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,আলোভেরা-B জেল-I খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।
1800,আলোভেরা জেল সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।,1,আলোভেরা-B জেল-I সবার জন্য কিনার মতো নয়। নির্বাচিত মানুষের জন্য।
1801,কটন প্যাড দিতেই পারেনি। এটা গুরুতর সমস্যা।,0,কটন-B প্যাড-I দিতেই পারেনি। এটা গুরুতর সমস্যা।
1802,বাজারের চেয়ে কম মূল্যে আসল কটন প্যাড পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে আসল কটন-B প্যাড-I পেয়েছি।
1803,বাজারের চেয়ে কম মূল্যে আসল কটন প্যাড পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে আসল কটন-B প্যাড-I পেয়েছি।
1804,ডেলিভারি দ্রুত এবং কটন প্যাড নিখুঁত অবস্থায় পেয়েছি।,2,ডেলিভারি দ্রুত এবং কটন-B প্যাড-I নিখুঁত অবস্থায় পেয়েছি।
1805,কটন প্যাড দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,কটন-B প্যাড-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
1806,কটন প্যাড এ মশা আর কীটপতঙ্গ ছিল।,0,কটন-B প্যাড-I এ মশা আর কীটপতঙ্গ ছিল।
1807,কটন প্যাড প্যাকেজিং অনুযায়ী নয়। সম্পূর্ণ ভিন্ন পণ্য।,0,কটন-B প্যাড-I প্যাকেজিং অনুযায়ী নয়। সম্পূর্ণ ভিন্ন পণ্য।
1808,খুব খুশি এই কটন প্যাড কিনতে পেরে।,2,খুব খুশি এই কটন-B প্যাড-I কিনতে পেরে।
1809,কটন প্যাড অরিজিনাল এবং খাঁটি পণ্য।,2,কটন-B প্যাড-I অরিজিনাল এবং খাঁটি পণ্য।
1810,মানের কোন সমস্যা নেই। কটন প্যাড অসাধারণ।,2,মানের কোন সমস্যা নেই। কটন-B প্যাড-I অসাধারণ।
1811,কটন প্যাড খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,কটন-B প্যাড-I খুবই ভালো মানের। ব্যবহারেও খুব ভাল ফল পেয়েছি।
1812,কটন প্যাড সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।,2,কটন-B প্যাড-I সঠিক পণ্যটি হাতে পেয়েছি। একদম সন্তোষজনক।
1813,এত ভালো দামে এমন কটন প্যাড আর দেখিনি।,2,এত ভালো দামে এমন কটন-B প্যাড-I আর দেখিনি।
1814,দাম অনুযায়ী অনেক ভালো একটা কটন প্যাড।,2,দাম অনুযায়ী অনেক ভালো একটা কটন-B প্যাড-I।
1815,কটন প্যাড এ মশা আর কীটপতঙ্গ ছিল।,0,কটন-B প্যাড-I এ মশা আর কীটপতঙ্গ ছিল।
1816,কটন প্যাড দিতেই পারেনি। এটা গুরুতর সমস্যা।,0,কটন-B প্যাড-I দিতেই পারেনি। এটা গুরুতর সমস্যা।
1817,কটন প্যাড ব্যবহার শুরু করেছি। ফলাফল অপেক্ষা করছি।,1,কটন-B প্যাড-I ব্যবহার শুরু করেছি। ফলাফল অপেক্ষা করছি।
1818,এটি সেরা কটন প্যাড যা আমি কখনো কিনেছি।,2,এটি সেরা কটন-B প্যাড-I যা আমি কখনো কিনেছি।
1819,কটন প্যাড র মেয়াদ একেবারে শেষ প্রান্তে ছিল।,0,কটন-B প্যাড-I র মেয়াদ একেবারে শেষ প্রান্তে ছিল।
1820,প্রোডাক্ট আশানুরূপ। কটন প্যাড নিয়ে সম্পূর্ণ সন্তুষ্ট।,2,প্রোডাক্ট আশানুরূপ। কটন-B প্যাড-I নিয়ে সম্পূর্ণ সন্তুষ্ট।
1821,কটন প্যাড খুবই কার্যকর নয়। টাকার অপচয়।,0,কটন-B প্যাড-I খুবই কার্যকর নয়। টাকার অপচয়।
1822,কটন প্যাড দীর্ঘদিন টিকে থাকে এবং কার্যকর।,2,কটন-B প্যাড-I দীর্ঘদিন টিকে থাকে এবং কার্যকর।
1823,এত ভালো দামে এমন কটন প্যাড আর দেখিনি।,2,এত ভালো দামে এমন কটন-B প্যাড-I আর দেখিনি।
1824,কটন প্যাড প্যাকেজিং অনুযায়ী নয়। সম্পূর্ণ ভিন্ন পণ্য।,0,কটন-B প্যাড-I প্যাকেজিং অনুযায়ী নয়। সম্পূর্ণ ভিন্ন পণ্য।
1825,কটন প্যাড অরিজিনাল এবং খাঁটি পণ্য।,2,কটন-B প্যাড-I অরিজিনাল এবং খাঁটি পণ্য।
1826,কটন প্যাড সব বয়সের মানুষের জন্য উপযুক্ত।,2,কটন-B প্যাড-I সব বয়সের মানুষের জন্য উপযুক্ত।
1827,এটি সেরা কটন প্যাড যা আমি কখনো কিনেছি।,2,এটি সেরা কটন-B প্যাড-I যা আমি কখনো কিনেছি।
1828,কটন প্যাড ব্যবহার করে কোন ফল পাইনি।,0,কটন-B প্যাড-I ব্যবহার করে কোন ফল পাইনি।
1829,কটন প্যাড সব বয়সের মানুষের জন্য উপযুক্ত।,2,কটন-B প্যাড-I সব বয়সের মানুষের জন্য উপযুক্ত।
1830,কটন প্যাড আঠা আঠা এবং আশা মতো নয়।,0,কটন-B প্যাড-I আঠা আঠা এবং আশা মতো নয়।
1831,কটন প্যাড অরিজিনাল এবং খাঁটি পণ্য।,2,কটন-B প্যাড-I অরিজিনাল এবং খাঁটি পণ্য।
1832,কটন প্যাড এর গুণমান অত্যন্ত খারাপ।,0,কটন-B প্যাড-I এর গুণমান অত্যন্ত খারাপ।
1833,বাজারের চেয়ে কম মূল্যে আসল কটন প্যাড পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে আসল কটন-B প্যাড-I পেয়েছি।
